,names,authors,ratings,u_date
3437,Opened Eyes,aikotters,Teen And Up Audiences,07 Jul 2015
3438,Puella Magi Piano Quintet,aikotters,General Audiences,05 Jul 2015
3439,Biblica Magica,TwinCarcino,General Audiences,05 Jul 2015
3440,five times kyoko came to visit,chaoticrandomness,Not Rated,04 Jul 2015
3441,Dreamgirls,TigerKonigs,Mature,04 Jul 2015
3442,Revolutionary Girl Homura,chaoticrandomness,Not Rated,30 Jun 2015
3443,X razy 100,SassyStrider,Teen And Up Audiences,29 Jun 2015
3444,"A cold, unkown world.",TigerKonigs,Teen And Up Audiences,28 Jun 2015
3445,Let's Search Together,chaoticrandomness,General Audiences,27 Jun 2015
3446,Cheesecake,Edrobot,General Audiences,23 Jun 2015
3447,Madoka Magica Parody: This Cruel World,blackglass,Teen And Up Audiences,22 Jun 2015
3448,A Ribbon Bound to Time,girlwithabubblegun,General Audiences,21 Jun 2015
3449,Giggling Sobs,readbyjela (jelazakazone),Not Rated,20 Jun 2015
3450,"Where, Oh, Where Is Homura-chan?",Rhea314 (Rhea),Not Rated,20 Jun 2015
3451,Something Like That,TigerKonigs,Not Rated,20 Jun 2015
3452,Bubbles and Texts,TigerKonigs,Teen And Up Audiences,19 Jun 2015
3453,Blue,chaoticrandomness,Teen And Up Audiences,19 Jun 2015
3454,The Clara Dolls Adventures,TigerKonigs,General Audiences,18 Jun 2015
3455,Tranquil,aikotters,Teen And Up Audiences,17 Jun 2015
3456,Anchor,TigerKonigs,General Audiences,16 Jun 2015
3457,Flower Crowns,YellowMagicalGirl,General Audiences,16 Jun 2015
3458,Dirt Free,orphan_account,General Audiences,16 Jun 2015
3459,Impossibility,punklobster,General Audiences,13 Jun 2015
3460,The Doctrine Without A Text,Psyga315,General Audiences,13 Jun 2015
3461,Three of a Kind,aikotters,Teen And Up Audiences,12 Jun 2015
3462,This Daughter I Had,Larkawolfgirl,General Audiences,11 Jun 2015
3463,Valentines Fail,PandaHero,Teen And Up Audiences,11 Jun 2015
3464,To Be A Heroine,PerfectSilence (orphan_account),Teen And Up Audiences,10 Jun 2015
3465,Every Year,oldfashionedhand,General Audiences,05 Jun 2015
3466,Bloodied,aikotters,Teen And Up Audiences,05 Jun 2015
3467,Love and Magic,aikotters,General Audiences,04 Jun 2015
3468,Justice Society of Japan,UsagiToxic,Teen And Up Audiences,04 Jun 2015
3469,[Podfic]we'll see how brave you are,Measured,Teen And Up Audiences,03 Jun 2015
3470,Road Trip,TinyFrostGiant,Teen And Up Audiences,02 Jun 2015
3471,Toaster,shinjitherapper,Teen And Up Audiences,01 Jun 2015
3472,Of Paralysis and Music,neverwantedtodance,General Audiences,01 Jun 2015
3473,Preventing Your Fall,jesustenpai,Teen And Up Audiences,31 May 2015
3474,Phantasm,QueenPersephoneofHades,General Audiences,30 May 2015
3475,Drinking,journalez,Teen And Up Audiences,30 May 2015
3476,Siblings Across Time and Space,orphan_account,General Audiences,30 May 2015
3477,Slave to Desire,Xylophone,Teen And Up Audiences,30 May 2015
3478,Candid Cravings,aikotters,Explicit,25 May 2015
3479,10 Times a Puella Magi and an Armored Rider Interacted,Masu_Trout,General Audiences,23 May 2015
3480,Attempt,flonnebonne,General Audiences,23 May 2015
3481,As Long as it Takes,aikotters,Teen And Up Audiences,22 May 2015
3482,rotten love (my voice is mildew),aikotters,Teen And Up Audiences,17 May 2015
3483,these wishful eyes of ours,StormRexLancer,General Audiences,17 May 2015
3484,Decretum,MiraMeraki,Teen And Up Audiences,15 May 2015
3485,Endless,rubylily,General Audiences,14 May 2015
3486,Sweet Tarts,Prix,General Audiences,14 May 2015
3487,Маленькая девочка,strawberryblue,Mature,14 May 2015
3488,Losing My Religion,strawberryblue,Not Rated,14 May 2015
3489,The Angel in Black,Guessmyname,General Audiences,14 May 2015
3490,Shinji and Eren Get a Job,pixcat,Teen And Up Audiences,13 May 2015
3491,you know i'm proud and i can't get the words out (i wanna be with you everywhere),orphan_account,General Audiences,10 May 2015
3492,The Road towards Salvation,QueenPersephoneofHades,Teen And Up Audiences,03 May 2015
3493,Paint It Black,aikotters,Teen And Up Audiences,30 Apr 2015
3494,Dirge for a Doppelganger,aikotters,Teen And Up Audiences,28 Apr 2015
3495,A Wish the Color of Blood,AmberWarrior,Teen And Up Audiences,27 Apr 2015
3496,Adamant (Mahō Shōnen Kinshirō Magica) LOVE!,MiraMeraki,Teen And Up Audiences,26 Apr 2015
3497,Peripheral,The_Quiet_Place,General Audiences,26 Apr 2015
3498,Hope Is,keelahselai,Teen And Up Audiences,24 Apr 2015
3499,Mahou Shounen Kuroko Magica,QueenOfTheNerdlords,General Audiences,23 Apr 2015
3500,Complex,aikotters,Teen And Up Audiences,21 Apr 2015
3501,No Strings Attached,aikotters,Teen And Up Audiences,21 Apr 2015
3502,Darksiders: The Cry of the Sun,aikotters,Teen And Up Audiences,20 Apr 2015
3503,The Other End of the Hourglass,MarsDragon,Teen And Up Audiences,19 Apr 2015
3504,once we were,thelinksthatconnectus (orphan_account),Teen And Up Audiences,17 Apr 2015
3505,Given A Heartbeat,CornetHummy,Teen And Up Audiences,14 Apr 2015
3506,The End of the Innocence,kismetNemesis,Teen And Up Audiences,11 Apr 2015
3507,Equivocal,Winterlilith,General Audiences,10 Apr 2015
3508,Ragazza Magica Renza Veneti,chaoticrandomness,Teen And Up Audiences,10 Apr 2015
3509,Dorm room no carpet,UnmovingGreatLibrary,General Audiences,08 Apr 2015
3510,Magitalia,NSFM,Teen And Up Audiences,06 Apr 2015
3511,My Kind of Life,ThatOneFan,General Audiences,05 Apr 2015
3512,Colorful,aikotters,General Audiences,05 Apr 2015
3513,Clear Droplets,AmberWarrior,Mature,05 Apr 2015
3514,Why Me?,iakrus,Teen And Up Audiences,03 Apr 2015
3515,Of Heroes and Blood in the Sunlight,notawalnut,Teen And Up Audiences,03 Apr 2015
3516,The Devil's Finest Trick,smoothkaz,Teen And Up Audiences,01 Apr 2015
3517,How to Ask a Girl Out,Zodiac,Teen And Up Audiences,01 Apr 2015
3518,"Madoka, My Friend",thelinksthatconnectus (orphan_account),Teen And Up Audiences,31 Mar 2015
3519,Wings,aikotters,General Audiences,28 Mar 2015
3520,Liking,keelahselai,General Audiences,28 Mar 2015
3521,Sea Legs,buttmaster,Teen And Up Audiences,28 Mar 2015
3522,Metal Rambo Madoka - Time of Wishes and Dreams,SaraJaye,Teen And Up Audiences,27 Mar 2015
3523,Triad,TabbyKattene,Teen And Up Audiences,25 Mar 2015
3524,Grief Science,magical_nonbinary,Teen And Up Audiences,25 Mar 2015
3525,"when i faltered, they would hold me tight",JoeyLikesFish,Teen And Up Audiences,24 Mar 2015
3526,Wanting More,aikotters,Mature,23 Mar 2015
3527,Yet Another Day,aikotters,Teen And Up Audiences,22 Mar 2015
3528,March 2015 Prompt Fills,sinemoras09,Teen And Up Audiences,21 Mar 2015
3529,I Had a Dream,Flikky,Explicit,21 Mar 2015
3530,Mami Tomoe Did,SoulboundAlchemist,General Audiences,16 Mar 2015
3531,Sheen of Gold,MiraMeraki,General Audiences,14 Mar 2015
3532,And I'm Here,thelinksthatconnectus (orphan_account),Not Rated,14 Mar 2015
3533,A Beautiful Day,Flikky,General Audiences,12 Mar 2015
3534,Over again.,Sedusa,General Audiences,12 Mar 2015
3535,Scar Tissue,TechnoSkittles,Teen And Up Audiences,11 Mar 2015
3536,Radio Silence,aikotters,Teen And Up Audiences,10 Mar 2015
3537,Tiny,aikotters,General Audiences,10 Mar 2015
3538,Beholder,orphan_account,General Audiences,09 Mar 2015
3539,Grains of Sand,orphan_account,General Audiences,08 Mar 2015
3540,Puella Magi Bill Magica,Marenke,Teen And Up Audiences,07 Mar 2015
3541,Sweet Success,sayakasjournal,General Audiences,05 Mar 2015
3542,Semblance,nyehfuck,General Audiences,03 Mar 2015
3543,Puella Magi Laura Magica,iakrus,Teen And Up Audiences,03 Mar 2015
3544,Existensia: Before the Origin,iakrus,Teen And Up Audiences,02 Mar 2015
3545,Aquamarine,Sss_battlefront,General Audiences,02 Mar 2015
3546,Sister in the Sky,angeltrumpets,Teen And Up Audiences,01 Mar 2015
3547,This Light,captivedefender,Explicit,01 Mar 2015
3548,A Contract Is Just Equivalent Exchange,Calimon1991,Teen And Up Audiences,28 Feb 2015
3549,Puella Magi Twilight Magica,angeltrumpets,Teen And Up Audiences,28 Feb 2015
3550,Human Nature,beacandy,Teen And Up Audiences,27 Feb 2015
3551,Beauties and Beasts,angeltrumpets,Teen And Up Audiences,27 Feb 2015
3552,Labyrinthine,Scoodaloo (orphan_account),General Audiences,27 Feb 2015
3553,Meshes of the Evening,thelinksthatconnectus (orphan_account),Mature,26 Feb 2015
3554,Staggering,aikotters,Teen And Up Audiences,26 Feb 2015
3555,Notch the Arrow,aikotters,Teen And Up Audiences,21 Feb 2015
3556,A Galaxy Away,Sss_battlefront,General Audiences,21 Feb 2015
3557,First Time (Again and Again),ErinPtah,Explicit,21 Feb 2015
3558,Witch Fight,EphemeralNight,General Audiences,16 Feb 2015
3559,presence,shinjitherapper,General Audiences,15 Feb 2015
3560,"Welcome to Darkness, Madoka.",thelinksthatconnectus (orphan_account),Teen And Up Audiences,15 Feb 2015
3561,the police,PandaHero,Mature,14 Feb 2015
3562,Snow White,zenonaa,General Audiences,13 Feb 2015
3563,stars,Aloice,General Audiences,13 Feb 2015
3564,Credens Justiam,NidoranDuran,General Audiences,09 Feb 2015
3565,The Dessert Wish,DappledKarma,General Audiences,08 Feb 2015
3566,"Tão perto, tão quase.",liquidCitrus,General Audiences,06 Feb 2015
3567,Magica Oneshots,darth_fluffy,Teen And Up Audiences,06 Feb 2015
3568,This Happiness Together is Worth it,Techrace,General Audiences,06 Feb 2015
3569,Zenith,RandomNumbers452351,General Audiences,05 Feb 2015
3570,Every Year,MikuniOrikoIsBetterThanYou (Idestroyedtheworldoops),General Audiences,05 Feb 2015
3571,You Too,MsFaust,Mature,03 Feb 2015
3572,Flesh of the Earth,youreyestheyglow,General Audiences,02 Feb 2015
3573,External Resources,WhoIsThatInsideOfMe,General Audiences,30 Jan 2015
3574,Rotten Wreath,cordial,Teen And Up Audiences,30 Jan 2015
3575,I Was Once So Stupid,AshenDream,Not Rated,29 Jan 2015
3576,Impossible Colors,BHS,General Audiences,26 Jan 2015
3577,(Ship of the Line) Forever After Earth,chaoticrandomness,Mature,26 Jan 2015
3578,Shinji and Eren Save The Wedding: Finale,animerei,Teen And Up Audiences,24 Jan 2015
3579,What Goes Around,animerei,General Audiences,23 Jan 2015
3580,we lurk under the bed,animerei,Teen And Up Audiences,23 Jan 2015
3581,Puella Magi Makoto Magica,altairattorney,Teen And Up Audiences,22 Jan 2015
3582,Knight to D6,Kisuru,Mature,20 Jan 2015
3583,Tea Party,Nariel,Explicit,15 Jan 2015
3584,Mama's Advice,aurons_fan,General Audiences,13 Jan 2015
3585,Half of the Moon,chaoticrandomness,Not Rated,12 Jan 2015
3586,Humanity's Despair,ofhalsen,General Audiences,11 Jan 2015
3587,Fate/City War,Marlmo,Teen And Up Audiences,10 Jan 2015
3588,"Because I'm Not Popular, I'll Pierce the Heavens",Little_Knight_Mik,General Audiences,10 Jan 2015
3589,In the End,Inanis_Spera,Teen And Up Audiences,07 Jan 2015
3590,To Set Things Right,kristyn,Teen And Up Audiences,29 Dec 2014
3591,Sweater Weather,ouzell,Not Rated,25 Dec 2014
3592,A Break From The Cause,pikaace,General Audiences,25 Dec 2014
3593,if to be warmed,Yuri_Onna,Teen And Up Audiences,24 Dec 2014
3594,STARS ABOVE Side Story: Pioneer,DustyBunny,General Audiences,23 Dec 2014
3595,Illusionary,The_lovely_noodles,General Audiences,23 Dec 2014
3596,Cooking,goldenteaset,General Audiences,23 Dec 2014
3597,Not Alone,Yuri_Onna,General Audiences,23 Dec 2014
3598,Happy,Yuri_Onna,General Audiences,23 Dec 2014
3599,Echoes,franko (gaytimetraveller),General Audiences,23 Dec 2014
3600,Light the Way Home,PandaHero,General Audiences,22 Dec 2014
3601,Ghost,thepixelatedfanficwriter,Teen And Up Audiences,16 Dec 2014
3602,Cracks in the Glass,thepixelatedfanficwriter,General Audiences,14 Dec 2014
3603,Wonderland,despairmeguca (obsess97),Teen And Up Audiences,12 Dec 2014
3604,7:49,shinjitherapper,Teen And Up Audiences,08 Dec 2014
3605,Heros Magica,UnmovingGreatLibrary,General Audiences,08 Dec 2014
3606,Enough Is Enough,gooberAscendant,Mature,05 Dec 2014
3607,Redemption,Syouko (MysticHrist),Teen And Up Audiences,04 Dec 2014
3608,*kyouko voice* ey girl can i get ur number,ragnacrap,Teen And Up Audiences,04 Dec 2014
3609,A New Student,dientesblancos,General Audiences,02 Dec 2014
3610,Puerum Magus: Makoto Magica,Manaya_Karyam (Toralyzer),Teen And Up Audiences,29 Nov 2014
3611,Ciężar,fates,General Audiences,28 Nov 2014
3612,Under the Stars,Psyga315,General Audiences,27 Nov 2014
3613,What do you wish for?,orphan_account,Teen And Up Audiences,23 Nov 2014
3614,"Warrior, Protector, Healer, Lover",Vertumn,Teen And Up Audiences,22 Nov 2014
3615,Przełamując lody,PandaHero,General Audiences,21 Nov 2014
3616,Halloween,AceofHarts,Teen And Up Audiences,21 Nov 2014
3617,Frosted Flakes 30% Off,knifingale,Teen And Up Audiences,18 Nov 2014
3618,Undeserving,rubylily,General Audiences,16 Nov 2014
3619,"Perfect Star, Perfect Style",xenoglossy,Teen And Up Audiences,15 Nov 2014
3620,Cut the Ribbon,sulfate,Teen And Up Audiences,15 Nov 2014
3621,Relationship Status: Trashcan,ShamanicShaymin,General Audiences,15 Nov 2014
3622,Shinji And Eren Tour Australia,kuruk,General Audiences,15 Nov 2014
3623,Smashing the Locks,franko (gaytimetraveller),Teen And Up Audiences,15 Nov 2014
3624,Echos,UnmovingGreatLibrary,Teen And Up Audiences,11 Nov 2014
3625,The Witch's Wish,Marenke,General Audiences,09 Nov 2014
3626,SCP-2043: The Magical World,SaRart,Teen And Up Audiences,09 Nov 2014
3627,El Precio de los Deseos,Lanii,General Audiences,04 Nov 2014
3628,Heartbreaker,UnmovingGreatLibrary,Teen And Up Audiences,03 Nov 2014
3629,you are not alone (anymore),orphan_account,Teen And Up Audiences,02 Nov 2014
3630,Puller Mage Scout Magica,Kumikoko,General Audiences,30 Oct 2014
3631,Just a Lick,Thedude3445,Explicit,27 Oct 2014
3632,Directionless,natcat5,Teen And Up Audiences,26 Oct 2014
3633,Blood Through Water,littlestarbird,Teen And Up Audiences,23 Oct 2014
3634,Housewarming,shominazukis,General Audiences,21 Oct 2014
3635,need a little time to wake up,Timmy_Sparx (orphan_account),General Audiences,20 Oct 2014
3636,A Small Gift,NidoranDuran,Teen And Up Audiences,19 Oct 2014
3637,The Way From Here,annperkinsface,General Audiences,19 Oct 2014
3638,and our dreams will break the boundaries of our fear,Chocochino (leevee),Teen And Up Audiences,19 Oct 2014
3639,Sweet Temptation,MirandaTam,General Audiences,18 Oct 2014
3640,blank maps,Ember_Keelty,Teen And Up Audiences,18 Oct 2014
3641,Cluttered Memories,NidoranDuran,Teen And Up Audiences,17 Oct 2014
3642,October 2014 Prompt Fills,AsmodeusDelights (AsmodeusWorks),Teen And Up Audiences,16 Oct 2014
3643,wishing never brought any good,Marenke,General Audiences,14 Oct 2014
3644,the edges of Eternity,Vertumn,Mature,13 Oct 2014
3645,Ricordando il Passato,ribcagedtart,General Audiences,11 Oct 2014
3646,Sleepover,NidoranDuran,General Audiences,10 Oct 2014
3647,In Thy Orisons,supernovas,Teen And Up Audiences,05 Oct 2014
3648,Cost,chariotdunord,Teen And Up Audiences,05 Oct 2014
3649,Puellus Plebius Kyosuke○Iusto,aikotters,Teen And Up Audiences,04 Oct 2014
3650,your touch like fire and my kiss to soothe it,MagiArtist (Psyga315),Explicit,04 Oct 2014
3651,The Last Time,MagiArtist (Psyga315),General Audiences,02 Oct 2014
3652,Delictum,chaoticrandomness,Mature,01 Oct 2014
3653,A Lexicon of MadoHomu,younglegends,Explicit,30 Sep 2014
3654,Pour Some Sugar On Me,TheTrueOverlordBear,Explicit,27 Sep 2014
3655,machines of loving grace,aljan,General Audiences,27 Sep 2014
3656,sing me a sugar-coated auld lang syne,orphan_account,Teen And Up Audiences,25 Sep 2014
3657,Happily Ever After,Skepsis_Forever,General Audiences,24 Sep 2014
3658,Heaven After All,Xairathan,General Audiences,23 Sep 2014
3659,Still Hungry,lalunaticscribe,Explicit,22 Sep 2014
3660,The Taming of the Rogue,SaraJaye,Explicit,22 Sep 2014
3661,promises you can't keep,Moriri,General Audiences,21 Sep 2014
3662,The Lesser of Two Wrongs,plethola,Teen And Up Audiences,20 Sep 2014
3663,knick knack paddy whack (give a dog a bone),chaoticrandomness,General Audiences,20 Sep 2014
3664,"We Can Be Heroes, Just For One Day",RedCoyote,Teen And Up Audiences,20 Sep 2014
3665,so you think you can dance,Marenke,Teen And Up Audiences,17 Sep 2014
3666,The Diamond and the Rough,RedCoyote,General Audiences,17 Sep 2014
3667,Game Over,MirrorMystic,Teen And Up Audiences,14 Sep 2014
3668,You're More Than A Mentor To Me,violet_strange,General Audiences,13 Sep 2014
3669,But I'm Not Sick!,GrandHaberdasher,General Audiences,12 Sep 2014
3670,Broken Dolls,orphan_account,Teen And Up Audiences,08 Sep 2014
3671,who left you so?,Vercingetorix1234,General Audiences,05 Sep 2014
3672,Bromance: MadoMagi Version,mermaidaupls,Teen And Up Audiences,03 Sep 2014
3673,Battle for the Lesbian Throne,RoryMazcock,Mature,02 Sep 2014
3674,Savior - ART,technicalOctavian,Explicit,01 Sep 2014
3675,Seeing Fire,thelinksthatconnectus (orphan_account),Mature,31 Aug 2014
3676,Short stories,UnmovingGreatLibrary,Teen And Up Audiences,29 Aug 2014
3677,Savior,seventhswan,Not Rated,29 Aug 2014
3678,Pieces and Players,AceofHarts,General Audiences,29 Aug 2014
3679,"The (Lesbian) Queen is Dead, Long Live the (Lesbian) Queen",aparticularbandit,Not Rated,29 Aug 2014
3680,You Are Not Alone,orphan_account,Not Rated,27 Aug 2014
3681,Bittersweet Together,chaoticrandomness,Teen And Up Audiences,26 Aug 2014
3682,Johannes Cabal and the Curious Competitor,chaoticrandomness,Teen And Up Audiences,25 Aug 2014
3683,Pretty Soul Magica! Episode: War and Peace!,Vercingetorix1234,Teen And Up Audiences,22 Aug 2014
3684,The Many Deaths of You,orphan_account,Teen And Up Audiences,21 Aug 2014
3685,The Twelve,Valisco,Not Rated,21 Aug 2014
3686,madam,AshsHorrorShow,General Audiences,19 Aug 2014
3687,Broken Shield,feralphoenix,Teen And Up Audiences,18 Aug 2014
3688,Desire and Duty,Ungrade,General Audiences,17 Aug 2014
3689,The Age of Miracles,Inanis_Spera,Teen And Up Audiences,16 Aug 2014
3690,Familiar Convention,thelinksthatconnectus (orphan_account),Teen And Up Audiences,15 Aug 2014
3691,Euneirophrenia,thelinksthatconnectus (orphan_account),General Audiences,14 Aug 2014
3692,The Red String of Fate,thelinksthatconnectus (orphan_account),General Audiences,13 Aug 2014
3693,The Fault In My Aim,leonshardt,Mature,11 Aug 2014
3694,Brave New World,Bogidream,Teen And Up Audiences,09 Aug 2014
3695,A Witch's Kiss,OinaruKiseki,Teen And Up Audiences,09 Aug 2014
3696,if you're homesick,Ricky B (littletoes101),Teen And Up Audiences,08 Aug 2014
3697,Not Like Cotton Candy,Kharasma,General Audiences,08 Aug 2014
3698,Wearing Black Masks,JoeyLikesFish,Not Rated,04 Aug 2014
3699,Liebling Gebrochen,despairmeguca (obsess97),Teen And Up Audiences,31 Jul 2014
3700,Contractless,BHS,Teen And Up Audiences,27 Jul 2014
3701,Another Chance,despairmeguca (obsess97),General Audiences,27 Jul 2014
3702,No Regret,SaraJaye,Teen And Up Audiences,27 Jul 2014
3703,Lacrimosa,gooberAscendant,General Audiences,25 Jul 2014
3704,Classic Dinner Date,Atma,General Audiences,25 Jul 2014
3705,these bodies like prayers,Atma,Teen And Up Audiences,23 Jul 2014
3706,Et puis?,thelinksthatconnectus (orphan_account),Mature,22 Jul 2014
3707,Hope and Darkness,ThinCeiling,General Audiences,18 Jul 2014
3708,Les Graines,orphan_account,Teen And Up Audiences,17 Jul 2014
3709,Shields,AdorableBecquerel,Teen And Up Audiences,16 Jul 2014
3710,The Future Doesn't Exist,MitsukiSirya,Teen And Up Audiences,16 Jul 2014
3711,"we're so disarming, darling",cristalcut,Teen And Up Audiences,13 Jul 2014
3712,Panta Rhei Effect,Castella,Teen And Up Audiences,12 Jul 2014
3713,Unity in Magic,hoodie22,Teen And Up Audiences,12 Jul 2014
3714,Preis der Seele: Price of the Soul,hoodie22,Mature,11 Jul 2014
3715,Fruit Loops,Castella,General Audiences,09 Jul 2014
3716,Existensia: The Dimensional Bridge,MidnightFiccer,Teen And Up Audiences,05 Jul 2014
3717,If I Just Died,Jackkel Dragon (jackkel_dragon),Teen And Up Audiences,03 Jul 2014
3718,Like Old Times,BHS,Teen And Up Audiences,03 Jul 2014
3719,Destroying Fate In Her Wake,supportingcharacters,General Audiences,03 Jul 2014
